category,image1,image2,dhash,avghash,phash,whash,nrmse,ssim
cityscape,cityscape-crop-left.png,cityscape.png,0.094,0.203,0.281,0.125,0.25,0.052
cityscape,cityscape-hue.png,cityscape-wm-small.png,0.094,0.062,0.031,0,0.192,0.101
cityscape,cityscape-hue.png,cityscape.png,0.094,0.031,0.031,0,0.191,0.097
cityscape,cityscape-no-cn-tower.png,cityscape-clonestamp.png,0.094,0.062,0.094,0.031,0.096,0.028
cityscape,cityscape-no-cn-tower.png,cityscape-wm-big.png,0.094,0,0.062,0.031,0.069,0.015
cityscape,cityscape-wm-big.png,cityscape-no-cn-tower.png,0.094,0,0.062,0.031,0.069,0.015
cityscape,cityscape-wm-small.png,cityscape-crop-left.png,0.094,0.172,0.281,0.125,0.271,0.056
cityscape,cityscape-wm-small.png,cityscape-hue.png,0.094,0.062,0.031,0,0.193,0.101
cityscape,cityscape.png,cityscape-crop-left.png,0.094,0.203,0.281,0.125,0.271,0.052
cityscape,cityscape.png,cityscape-hue.png,0.094,0.031,0.031,0,0.192,0.097
nature-1,nature-1-box.png,nature-1-wm-small.png,0.094,0.016,0.25,0.125,0.093,0.033
nature-1,nature-1-wm-big.png,nature-1-wm-small.png,0.094,0,0.031,0.094,0.078,0.018
nature-1,nature-1-wm-small.png,nature-1-box.png,0.094,0.016,0.25,0.125,0.094,0.033
nature-1,nature-1-wm-small.png,nature-1-wm-big.png,0.094,0,0.031,0.094,0.078,0.018
cityscape,cityscape-box.png,cityscape-clonestamp.png,0.109,0.078,0.25,0.062,0.127,0.042
cityscape,cityscape-clonestamp.png,cityscape-box.png,0.109,0.078,0.25,0.062,0.126,0.042
cityscape,cityscape-clonestamp.png,cityscape-hue.png,0.109,0.062,0.125,0.031,0.212,0.12
cityscape,cityscape-crop-left.png,cityscape-wm-big.png,0.109,0.172,0.281,0.125,0.254,0.063
cityscape,cityscape-hue.png,cityscape-clonestamp.png,0.109,0.062,0.125,0.031,0.21,0.12
cityscape,cityscape-hue.png,cityscape-wm-big.png,0.109,0.062,0.031,0.031,0.197,0.107
cityscape,cityscape-wm-big.png,cityscape-crop-left.png,0.109,0.172,0.281,0.125,0.275,0.063
cityscape,cityscape-wm-big.png,cityscape-hue.png,0.109,0.062,0.031,0.031,0.198,0.107
nature-2,nature-2-box.png,nature-2-clonestamp.png,0.109,0.031,0.25,0.031,0.131,0.051
nature-2,nature-2-clonestamp.png,nature-2-box.png,0.109,0.031,0.25,0.031,0.134,0.051
nature-2,nature-2-clonestamp.png,nature-2-wm-small.png,0.109,0.031,0.281,0.031,0.131,0.039
nature-2,nature-2-clonestamp.png,nature-2.png,0.109,0.016,0.281,0.031,0.13,0.035
nature-2,nature-2-wm-small.png,nature-2-clonestamp.png,0.109,0.031,0.281,0.031,0.128,0.039
nature-2,nature-2.png,nature-2-clonestamp.png,0.109,0.016,0.281,0.031,0.128,0.035
nature-1,nature-1-box.png,nature-1-wm-big.png,0.125,0.016,0.219,0.156,0.116,0.045
nature-1,nature-1-clonestamp.png,nature-1.png,0.125,0.031,0.375,0.094,0.175,0.063
nature-1,nature-1-wm-big.png,nature-1-box.png,0.125,0.016,0.219,0.156,0.116,0.045
nature-1,nature-1.png,nature-1-clonestamp.png,0.125,0.031,0.375,0.094,0.17,0.063
nature-2,nature-2-clonestamp.png,nature-2-hue.png,0.125,0.016,0.25,0.031,0.209,0.119
nature-2,nature-2-clonestamp.png,nature-2-wm-big.png,0.125,0.031,0.25,0.031,0.135,0.047
nature-2,nature-2-hue.png,nature-2-clonestamp.png,0.125,0.016,0.25,0.031,0.207,0.119
nature-2,nature-2-wm-big.png,nature-2-clonestamp.png,0.125,0.031,0.25,0.031,0.133,0.047
cityscape,cityscape-box.png,cityscape-no-cn-tower.png,0.141,0.109,0.219,0.031,0.122,0.031
cityscape,cityscape-clonestamp.png,cityscape-crop-left.png,0.141,0.203,0.344,0.156,0.286,0.078
cityscape,cityscape-crop-left.png,cityscape-clonestamp.png,0.141,0.203,0.344,0.156,0.263,0.078
cityscape,cityscape-hue.png,cityscape-no-cn-tower.png,0.141,0.062,0.062,0,0.194,0.101
cityscape,cityscape-no-cn-tower.png,cityscape-box.png,0.141,0.109,0.219,0.031,0.12,0.031
cityscape,cityscape-no-cn-tower.png,cityscape-hue.png,0.141,0.062,0.062,0,0.195,0.101
nature-1,nature-1-clonestamp.png,nature-1-hue.png,0.141,0.031,0.344,0.094,0.22,0.162
nature-1,nature-1-clonestamp.png,nature-1-wm-small.png,0.141,0.047,0.375,0.125,0.179,0.069
nature-1,nature-1-hue.png,nature-1-clonestamp.png,0.141,0.031,0.344,0.094,0.213,0.162
nature-1,nature-1-wm-small.png,nature-1-clonestamp.png,0.141,0.047,0.375,0.125,0.174,0.069
cityscape,cityscape-box.png,cityscape-crop-left.png,0.156,0.188,0.312,0.156,0.296,0.078
cityscape,cityscape-box.png,cityscape-hue.png,0.156,0.078,0.156,0.031,0.222,0.117
cityscape,cityscape-crop-left.png,cityscape-box.png,0.156,0.188,0.312,0.156,0.27,0.078
cityscape,cityscape-crop-left.png,cityscape-hue.png,0.156,0.234,0.25,0.125,0.297,0.134
cityscape,cityscape-hue.png,cityscape-box.png,0.156,0.078,0.156,0.031,0.218,0.117
cityscape,cityscape-hue.png,cityscape-crop-left.png,0.156,0.234,0.25,0.125,0.32,0.134
cityscape,cityscape-crop-left.png,cityscape-no-cn-tower.png,0.172,0.172,0.25,0.125,0.253,0.057
cityscape,cityscape-no-cn-tower.png,cityscape-crop-left.png,0.172,0.172,0.25,0.125,0.274,0.057
cityscape,cityscape-crop-right.png,cityscape-wm-small.png,0.188,0.281,0.219,0.344,0.299,0.08
cityscape,cityscape-crop-right.png,cityscape.png,0.188,0.25,0.219,0.344,0.3,0.077
cityscape,cityscape-wm-small.png,cityscape-crop-right.png,0.188,0.281,0.219,0.344,0.332,0.08
cityscape,cityscape.png,cityscape-crop-right.png,0.188,0.25,0.219,0.344,0.333,0.077
cityscape,cityscape-clonestamp.png,cityscape-crop-right.png,0.203,0.312,0.156,0.375,0.35,0.096
cityscape,cityscape-crop-right.png,cityscape-clonestamp.png,0.203,0.312,0.156,0.375,0.314,0.096
cityscape,cityscape-crop-right.png,cityscape-wm-big.png,0.203,0.281,0.219,0.375,0.298,0.084
cityscape,cityscape-wm-big.png,cityscape-crop-right.png,0.203,0.281,0.219,0.375,0.329,0.084
nature-1,nature-1-box.png,nature-1-clonestamp.png,0.203,0.062,0.438,0.188,0.188,0.091
nature-1,nature-1-clonestamp.png,nature-1-box.png,0.203,0.062,0.438,0.188,0.196,0.091
nature-1,nature-1-clonestamp.png,nature-1-wm-big.png,0.203,0.047,0.375,0.219,0.193,0.08
nature-1,nature-1-wm-big.png,nature-1-clonestamp.png,0.203,0.047,0.375,0.219,0.186,0.08
cityscape,cityscape-box.png,cityscape-crop-right.png,0.219,0.297,0.344,0.312,0.354,0.094
cityscape,cityscape-crop-right.png,cityscape-box.png,0.219,0.297,0.344,0.312,0.315,0.094
cityscape,cityscape-crop-right.png,cityscape-hue.png,0.25,0.281,0.25,0.344,0.328,0.145
cityscape,cityscape-hue.png,cityscape-crop-right.png,0.25,0.281,0.25,0.344,0.362,0.145
cityscape,cityscape-crop-right.png,cityscape-no-cn-tower.png,0.266,0.281,0.188,0.344,0.303,0.082
cityscape,cityscape-no-cn-tower.png,cityscape-crop-right.png,0.266,0.281,0.188,0.344,0.336,0.082
cityscape,cityscape-crop-left.png,cityscape-crop-right.png,0.281,0.359,0.312,0.375,0.396,0.129
cityscape,cityscape-crop-right.png,cityscape-crop-left.png,0.281,0.359,0.312,0.375,0.386,0.129
